airport,year,departures,arrivals,on_time_gate_departures,on_time_airport_departures,on_time_gate_arrivals,average_gate_departure_delay,average_taxi_out_time,average_taxi_out_delay,average_airport_departure_delay,average_airborne_delay,average_taxi_in_delay,average_block_delay,average_gate_arrival_delay,departure_cancellations,arrival_cancellations,departure_diversions,arrival_diversions
CVG,2007,159430,159414,0.7968,0.7165,0.7908,11.75,15.69,4.9,16.04,3.94,1.41,3.31,12.69,2415.0,2908.0,249.0,153.0
CVG,2008,138516,138424,0.8117,0.7372,0.8107,11.15,16.36,4.72,15.23,3.71,1.43,3.06,11.79,1853.0,2144.0,205.0,158.0
CVG,2009,107128,107179,0.8287,0.7778,0.8433,10.01,15.68,3.66,13.02,3.45,1.92,2.4,9.51,1056.0,1249.0,171.0,99.0
CVG,2010,83433,83424,0.8015,0.7496,0.8054,11.85,15.57,3.57,14.74,2.36,2.48,2.76,11.65,943.0,1111.0,127.0,103.0
CVG,2011,75511,75374,0.8014,0.7752,0.8142,12.39,13.84,1.93,13.75,1.55,1.37,2.12,10.95,667.0,623.0,62.0,60.0
CVG,2012,66723,66503,0.8139,0.7951,0.8321,11.65,13.34,1.71,12.68,1.51,1.02,1.76,10.05,495.0,456.0,70.0,39.0
CVG,2013,63176,63114,0.7831,0.7423,0.804,13.96,14.7,3.3,16.31,1.89,0.77,2.54,12.61,965.0,921.0,76.0,42.0
CVG,2014,61186,61428,0.7589,0.7332,0.7822,14.96,13.28,2.08,16.33,1.59,1.41,2.7,13.26,670.0,592.0,47.0,35.0
DAL,2004,58591,57844,0.705,0.6938,0.7463,13.87,8.15,1.86,15.42,4.72,0.65,2.32,13.12,1186.0,1272.0,64.0,83.0
DAL,2005,53226,53340,0.7268,0.7118,0.7686,12.73,8.57,1.95,14.46,4.89,0.75,2.14,11.96,969.0,1012.0,55.0,64.0
DAL,2006,60231,60432,0.7372,0.7152,0.7612,13.3,9.27,2.12,15.09,4.44,0.76,2.1,12.87,968.0,1023.0,60.0,74.0
DAL,2007,65714,65822,0.705,0.6708,0.7264,16.04,9.89,2.52,18.22,4.7,0.88,2.75,15.36,1029.0,1129.0,90.0,201.0
DAL,2008,63362,63315,0.7219,0.6868,0.7486,14.79,9.73,2.33,16.9,3.61,0.86,2.35,13.96,975.0,1064.0,113.0,139.0
DAL,2009,55238,55165,0.7464,0.7203,0.7948,13.49,9.47,2.09,15.15,3.65,0.65,1.75,11.08,663.0,737.0,129.0,107.0
DAL,2010,53342,53200,0.6971,0.67,0.7557,15.57,9.61,2.21,17.22,3.45,0.91,1.75,13.04,729.0,790.0,116.0,124.0
DAL,2011,54947,54757,0.7169,0.6965,0.7637,14.78,9.28,1.78,15.98,2.74,0.94,1.8,13.33,911.0,906.0,77.0,156.0
DAL,2012,55964,55754,0.7543,0.7373,0.7899,12.62,9.21,1.77,13.71,2.56,0.88,1.71,11.5,588.0,595.0,74.0,84.0
DAL,2013,57314,56767,0.6899,0.6547,0.7289,14.96,10.1,2.51,16.83,2.31,1.6,2.34,14.26,475.0,544.0,88.0,95.0
DAL,2014,59618,59515,0.6465,0.611,0.7078,18.04,10.31,2.28,20.04,2.52,1.36,2.47,16.19,654.0,733.0,79.0,115.0
DAY,2004,41845,41844,0.7263,0.6853,0.7494,14.95,13.53,3.79,17.18,1.61,0.58,2.59,14.27,418.0,385.0,35.0,29.0
DAY,2005,39119,38814,0.7608,0.7145,0.7529,13.27,12.83,3.66,15.58,1.52,0.96,2.64,14.24,378.0,354.0,31.0,22.0
DAY,2006,31367,31203,0.7851,0.7528,0.751,12.91,12.61,2.72,14.58,1.61,0.56,2.81,14.39,238.0,247.0,27.0,9.0
DAY,2007,29440,29659,0.794,0.7589,0.7326,13.17,12.55,2.81,14.97,2.23,1.03,3.02,16.03,446.0,403.0,50.0,20.0
DAY,2008,28610,28723,0.8115,0.7562,0.7574,12.64,13.06,3.66,15.41,2.52,0.99,3.08,14.42,362.0,345.0,42.0,26.0
DAY,2009,25257,25284,0.8304,0.7793,0.7846,11.02,12.81,3.16,13.47,1.95,0.97,2.8,12.49,240.0,206.0,50.0,27.0
DAY,2010,24635,24681,0.8428,0.7836,0.7888,10.34,13.47,3.56,13.12,1.66,0.66,2.92,12.57,288.0,260.0,22.0,26.0
DAY,2011,23861,23868,0.8266,0.7919,0.7664,11.48,12.96,2.57,13.27,1.49,0.76,3.05,14.13,385.0,360.0,29.0,30.0
DAY,2012,23185,23150,0.8314,0.8033,0.776,10.95,12.61,2.22,12.36,1.41,1.04,2.44,12.97,262.0,240.0,28.0,18.0
DAY,2013,22095,22366,0.7947,0.7419,0.7479,13.32,13.46,3.27,15.85,1.37,1.07,2.86,15.1,333.0,305.0,20.0,10.0
DAY,2014,20533,20524,0.7732,0.7349,0.7199,14.44,12.77,2.5,16.44,1.69,0.84,3.1,16.72,428.0,404.0,27.0,13.0
DCA,2004,134223,134342,0.8238,0.7812,0.8254,10.11,14.0,3.97,12.8,4.07,1.06,3.09,10.02,2349.0,2159.0,164.0,190.0
DCA,2005,138576,138447,0.8128,0.7483,0.812,11.48,14.62,5.13,15.24,4.32,1.74,3.43,11.12,2855.0,2743.0,191.0,262.0
DCA,2006,137261,137325,0.8014,0.7245,0.7912,11.95,15.49,5.4,16.15,3.73,1.53,3.86,12.32,2495.0,2411.0,182.0,298.0
DCA,2007,135433,135603,0.7665,0.6801,0.7575,14.71,16.21,5.75,19.45,2.87,1.76,4.05,14.57,3282.0,3119.0,212.0,212.0
DCA,2008,135908,136051,0.8213,0.7474,0.8126,11.67,15.81,4.98,15.69,4.22,1.29,3.12,11.25,2735.0,2623.0,191.0,136.0
DCA,2009,133298,133540,0.8398,0.7676,0.8315,10.56,15.83,4.95,14.43,3.6,1.23,2.96,10.12,1941.0,1817.0,159.0,237.0
DCA,2010,133228,133440,0.8385,0.7749,0.8347,10.64,15.67,4.36,13.92,3.67,1.44,2.84,10.09,3253.0,3132.0,155.0,168.0
DCA,2011,138494,138864,0.7982,0.7353,0.8045,13.12,16.11,4.3,16.51,4.13,1.28,3.09,12.11,2496.0,2367.0,151.0,285.0
DCA,2012,140272,140686,0.8058,0.7397,0.8295,12.2,15.67,3.86,15.28,3.45,1.07,2.55,10.64,1766.0,1690.0,125.0,189.0
DCA,2013,142830,142923,0.7975,0.7158,0.8199,13.01,16.51,4.67,17.0,3.39,1.19,2.63,11.38,1711.0,1621.0,148.0,169.0
DCA,2014,139074,139259,0.7807,0.6936,0.8132,13.55,16.59,4.58,17.56,3.35,1.45,2.63,11.39,2269.0,2167.0,130.0,175.0
DEN,2004,278131,273449,0.8134,0.7687,0.8259,10.26,13.91,3.26,12.59,3.73,1.33,3.43,9.74,1379.0,1503.0,254.0,232.0
DEN,2005,279946,275578,0.804,0.7617,0.8216,11.25,13.91,3.29,13.7,3.93,1.98,3.29,10.27,1975.0,2152.0,338.0,262.0
DEN,2006,297895,294284,0.784,0.732,0.7907,12.8,14.51,3.92,15.81,3.64,2.15,4.07,12.04,4413.0,4621.0,425.0,278.0
DEN,2007,306308,305681,0.7614,0.6819,0.7544,14.11,15.94,5.46,18.54,4.48,2.44,4.64,14.34,3805.0,4134.0,456.0,282.0
DEN,2008,309021,308882,0.7753,0.7023,0.7658,12.84,15.65,4.6,16.56,4.79,2.22,4.3,13.29,2725.0,2984.0,527.0,384.0
DEN,2009,302078,301936,0.7815,0.7174,0.7976,12.54,15.54,4.43,16.1,4.87,2.05,3.91,11.54,2779.0,2978.0,522.0,564.0
DEN,2010,313514,313279,0.7968,0.7447,0.8219,11.42,14.34,3.47,14.14,4.23,2.06,2.99,10.58,2457.0,2730.0,572.0,686.0
DEN,2011,313976,313459,0.7833,0.7313,0.8149,12.48,14.01,3.71,15.43,3.73,2.02,3.07,10.84,2921.0,3104.0,539.0,648.0
DEN,2012,304100,304910,0.7748,0.7232,0.8112,12.86,13.55,3.32,15.48,2.9,2.06,2.68,10.88,2000.0,2228.0,495.0,314.0
DEN,2013,287348,288563,0.72,0.6542,0.7532,16.43,14.76,4.34,20.01,2.3,2.45,3.87,14.92,2694.0,2898.0,461.0,727.0
DEN,2014,281772,282305,0.7168,0.6482,0.7582,16.64,15.0,4.36,20.28,2.86,1.98,3.84,15.16,3140.0,3475.0,496.0,772.0
DFW,2004,396314,394112,0.8051,0.7152,0.818,11.21,18.02,6.61,16.46,2.42,4.63,4.34,11.37,5535.0,6147.0,589.0,1154.0
DFW,2005,350842,349641,0.7909,0.7238,0.8128,11.63,17.01,5.27,15.75,2.49,5.03,3.98,11.23,4140.0,4541.0,582.0,889.0
DFW,2006,343597,342755,0.7606,0.6959,0.7891,13.47,16.77,5.2,17.5,2.02,4.1,3.84,12.71,5502.0,5839.0,551.0,1085.0
DFW,2007,337258,336365,0.7186,0.6556,0.7341,17.25,16.84,5.18,21.59,2.57,4.44,4.98,17.23,9372.0,9767.0,600.0,1948.0
DFW,2008,322443,321755,0.7479,0.693,0.7702,14.25,15.86,4.4,17.77,2.49,4.33,4.32,14.05,7272.0,7716.0,635.0,1250.0
DFW,2009,314983,314726,0.7542,0.7045,0.7958,14.64,15.43,4.04,17.79,2.72,3.68,3.73,13.06,5101.0,5435.0,651.0,1299.0
DFW,2010,321172,320558,0.7897,0.7456,0.8251,12.31,14.82,3.61,15.04,2.17,3.67,2.91,10.95,4507.0,4799.0,719.0,1234.0
DFW,2011,318711,317906,0.7924,0.7541,0.8304,12.2,14.35,3.26,14.56,1.9,3.32,2.86,11.05,6114.0,6403.0,764.0,1122.0
DFW,2012,319889,319208,0.7913,0.7512,0.8234,12.3,14.46,3.38,14.7,2.0,3.64,2.97,11.6,4980.0,5291.0,663.0,1125.0
DFW,2013,333290,331439,0.7457,0.6982,0.7884,15.05,14.67,3.57,17.85,2.21,4.21,3.55,13.99,7150.0,7467.0,707.0,1170.0
DFW,2014,334660,334397,0.7504,0.699,0.766,14.82,15.01,3.96,17.94,2.62,4.95,4.44,15.98,6830.0,7324.0,741.0,1164.0
DTW,2004,252361,250939,0.8091,0.7363,0.8271,10.76,17.39,5.0,14.41,4.83,2.06,3.54,9.78,2171.0,2315.0,252.0,190.0
DTW,2005,253845,252143,0.7487,0.6651,0.7947,14.04,17.9,5.39,18.32,4.72,2.36,3.28,12.24,2513.0,2628.0,318.0,260.0
DTW,2006,232361,231634,0.7755,0.6902,0.789,12.29,17.89,5.2,16.43,5.16,2.29,3.94,12.27,1934.0,2067.0,265.0,163.0
DTW,2007,228892,226666,0.7778,0.6483,0.7485,12.88,20.08,7.04,19.11,4.88,3.73,5.0,15.31,4103.0,4484.0,355.0,307.0
DTW,2008,226840,225224,0.7995,0.7105,0.8029,11.99,19.78,5.65,16.63,4.27,2.88,3.51,12.53,2583.0,2995.0,402.0,206.0
DTW,2009,211239,210518,0.8311,0.7286,0.8224,9.85,20.08,6.06,14.68,4.24,2.55,3.27,10.62,1512.0,1954.0,424.0,207.0
DTW,2010,221903,220623,0.7825,0.6769,0.788,12.93,20.03,6.09,17.98,4.72,2.89,3.48,12.77,3149.0,3669.0,397.0,297.0
DTW,2011,216449,216041,0.792,0.7427,0.8157,12.56,17.55,3.25,14.95,4.74,0.92,2.15,11.07,1485.0,1643.0,178.0,170.0
DTW,2012,208723,208264,0.8052,0.7585,0.843,12.2,17.33,3.16,14.47,3.96,0.85,1.74,9.8,838.0,892.0,168.0,151.0
DTW,2013,207053,206364,0.819,0.7171,0.824,11.94,19.89,6.08,16.78,4.23,1.32,2.61,11.85,2279.0,2580.0,365.0,273.0
DTW,2014,192007,192080,0.8045,0.7477,0.8217,12.54,17.47,3.72,15.45,4.12,0.89,2.27,11.64,1866.0,1868.0,211.0,190.0
EWR,2004,212226,209575,0.7921,0.5698,0.7147,12.87,25.93,12.73,23.59,5.93,2.21,6.04,18.54,3883.0,3981.0,295.0,418.0
EWR,2005,211790,209551,0.7421,0.5255,0.6528,16.02,25.96,12.31,26.62,6.22,2.63,7.52,23.18,4622.0,4696.0,317.0,472.0
EWR,2006,214805,213118,0.7189,0.4525,0.6383,18.07,29.13,15.42,31.8,6.21,2.65,7.25,24.79,4557.0,4650.0,346.0,756.0
EWR,2007,209019,207435,0.6903,0.4335,0.618,21.24,28.74,15.22,35.34,5.49,2.8,6.89,27.78,5926.0,5992.0,345.0,718.0
EWR,2008,207145,206270,0.7034,0.4371,0.6404,20.24,28.98,15.63,34.57,4.83,3.18,5.64,26.55,4511.0,4608.0,324.0,545.0
EWR,2009,196298,195150,0.7408,0.4957,0.6701,17.99,25.74,13.09,29.7,4.66,2.15,5.12,24.88,2969.0,3013.0,348.0,484.0
EWR,2010,192614,191370,0.754,0.61,0.7203,16.22,20.94,8.1,23.19,4.11,1.96,4.1,19.37,3706.0,3750.0,299.0,391.0
EWR,2011,192879,191645,0.7318,0.5873,0.669,17.77,20.99,8.49,25.08,4.85,2.54,5.14,22.32,4502.0,4525.0,286.0,491.0
EWR,2012,196105,195110,0.7217,0.5716,0.7009,18.06,21.33,8.71,25.66,3.9,2.86,3.61,19.91,3821.0,3915.0,315.0,310.0
EWR,2013,196365,194358,0.7264,0.5815,0.7095,18.13,20.91,8.41,25.53,3.54,2.51,3.46,20.23,3350.0,3579.0,358.0,461.0
EWR,2014,189545,188206,0.7211,0.573,0.7153,17.96,20.68,8.37,25.46,3.86,2.72,3.15,19.63,4814.0,5197.0,349.0,239.0
FLL,2004,106389,106749,0.7699,0.7044,0.7454,13.27,16.27,4.67,16.89,3.5,0.93,3.83,14.38,987.0,963.0,199.0,124.0
FLL,2005,121481,120277,0.7194,0.6436,0.7197,16.6,16.78,5.4,20.96,3.67,1.2,4.13,16.34,1367.0,1302.0,205.0,187.0
FLL,2006,111601,110317,0.7736,0.7279,0.7762,13.13,15.28,3.83,15.92,3.58,1.04,3.22,12.77,526.0,501.0,238.0,121.0
FLL,2007,117119,116401,0.7411,0.6724,0.7247,15.62,15.72,4.45,19.4,2.56,1.24,3.68,16.31,709.0,674.0,232.0,130.0
FLL,2008,113379,112391,0.755,0.6863,0.7326,15.67,16.59,4.77,19.63,2.8,1.21,4.13,16.04,542.0,500.0,235.0,197.0
FLL,2009,102633,101149,0.7687,0.7213,0.7719,14.02,15.75,3.68,16.81,2.95,1.29,3.67,13.33,381.0,376.0,225.0,128.0
FLL,2010,104078,102652,0.772,0.7276,0.7713,14.17,15.13,3.24,16.71,3.04,1.06,3.21,13.67,750.0,733.0,202.0,126.0
FLL,2011,104576,103097,0.7665,0.7049,0.7647,14.5,15.87,4.16,17.8,2.08,1.12,3.46,14.28,767.0,745.0,206.0,128.0
FLL,2012,106550,106006,0.7756,0.7149,0.7693,15.41,16.12,4.3,18.71,2.06,0.93,3.27,14.17,537.0,500.0,182.0,166.0
FLL,2013,104830,104066,0.7426,0.6766,0.7342,16.57,16.74,4.47,20.12,2.26,1.15,3.9,16.12,410.0,401.0,219.0,206.0
FLL,2014,106272,105742,0.729,0.6799,0.7434,16.55,15.94,3.58,19.36,2.43,1.21,3.88,15.53,875.0,894.0,206.0,157.0
HNL,2004,92661,91206,0.8673,0.8664,0.836,11.26,14.96,1.17,11.37,3.51,0.86,4.15,10.69,96.0,89.0,33.0,41.0
HNL,2005,97359,95239,0.8672,0.8734,0.8282,10.75,12.79,0.8,10.5,2.73,1.65,3.68,10.19,92.0,81.0,26.0,49.0
HNL,2006,101458,100974,0.8861,0.879,0.8495,7.2,12.37,1.63,7.75,2.59,0.87,3.47,8.55,608.0,568.0,20.0,53.0
HNL,2007,102986,111266,0.8858,0.8823,0.8633,7.77,11.93,1.36,8.11,2.38,0.81,2.95,9.14,407.0,416.0,23.0,43.0
HNL,2008,91217,100500,0.8652,0.8433,0.8411,8.23,11.9,2.02,9.48,2.11,1.25,3.56,10.0,463.0,484.0,47.0,50.0
HNL,2009,90128,91124,0.8678,0.8394,0.8452,7.5,12.35,2.25,8.95,1.88,1.47,4.24,9.04,250.0,260.0,58.0,83.0
HNL,2010,83392,83811,0.8789,0.8535,0.8461,6.95,12.65,2.26,8.28,1.99,1.62,4.37,8.91,225.0,214.0,70.0,70.0
HNL,2011,83128,83426,0.8815,0.8611,0.8678,7.0,12.66,1.96,8.09,1.79,1.09,3.35,7.99,369.0,361.0,56.0,54.0
HNL,2012,88261,88228,0.8791,0.8523,0.8629,7.32,13.0,2.24,8.67,1.49,1.32,3.22,8.0,258.0,269.0,55.0,62.0
HNL,2013,87945,87896,0.8734,0.8479,0.8504,7.96,13.32,2.27,9.3,1.64,1.3,3.28,9.23,448.0,457.0,57.0,52.0
HNL,2014,90752,88621,0.8882,0.86,0.8577,6.45,13.52,2.31,7.84,1.91,1.17,3.5,8.22,179.0,166.0,64.0,78.0
HOU,2004,65315,65458,0.728,0.7156,0.7639,13.61,8.95,2.26,15.34,5.35,0.92,2.58,12.23,1238.0,1186.0,114.0,217.0
HOU,2005,62927,62981,0.7235,0.7055,0.7628,13.98,9.38,2.52,16.17,5.45,1.05,2.48,12.48,1289.0,1224.0,163.0,257.0
HOU,2006,63002,62901,0.7085,0.6939,0.7515,15.18,8.69,1.68,16.5,5.25,1.09,2.46,13.16,1009.0,1043.0,80.0,176.0
HOU,2007,64971,64877,0.7014,0.6714,0.7303,16.37,9.25,2.42,18.35,5.5,1.21,2.93,14.8,940.0,951.0,114.0,265.0
HOU,2008,62474,62377,0.7152,0.6879,0.75,15.53,9.39,2.41,17.36,4.13,1.3,2.61,13.83,1584.0,1554.0,104.0,215.0
HOU,2009,59009,59006,0.7383,0.7209,0.7915,14.27,8.92,1.73,15.48,2.41,1.5,2.0,11.13,844.0,808.0,105.0,240.0
HOU,2010,58084,58176,0.6841,0.6558,0.7649,16.07,9.29,2.16,17.73,1.86,1.86,2.16,12.07,864.0,842.0,102.0,170.0
HOU,2011,60853,60660,0.7082,0.6824,0.779,15.4,9.03,1.8,16.83,1.37,1.46,1.93,12.07,868.0,887.0,122.0,85.0
HOU,2012,63731,63771,0.7228,0.6964,0.7963,14.35,9.12,1.87,15.88,1.33,1.49,1.92,10.77,594.0,609.0,120.0,138.0
HOU,2013,67223,67673,0.6686,0.6321,0.7436,16.24,9.41,2.16,18.16,1.29,1.71,2.46,13.19,540.0,553.0,117.0,117.0
HOU,2014,68319,68348,0.6526,0.6237,0.7159,18.51,9.72,2.3,20.22,2.11,1.73,3.0,15.8,955.0,980.0,145.0,153.0
HPN,2004,34104,33880,0.6116,0.5583,0.5732,20.8,14.22,4.88,24.1,4.3,1.73,5.73,22.43,349.0,315.0,24.0,47.0
HPN,2005,33059,32858,0.5622,0.5171,0.5604,23.28,13.01,3.84,25.76,4.01,1.45,5.02,23.6,320.0,281.0,14.0,41.0
HPN,2006,31937,32086,0.5494,0.5159,0.55,23.3,14.4,3.48,25.65,4.17,1.85,5.17,24.01,290.0,258.0,29.0,45.0
HPN,2007,35911,36118,0.5299,0.4612,0.5136,25.84,16.01,5.23,30.62,4.67,3.07,6.97,27.16,600.0,522.0,49.0,97.0
HPN,2008,31907,32126,0.5768,0.5266,0.5896,22.72,15.43,3.93,26.0,4.68,1.13,4.56,23.18,346.0,295.0,36.0,97.0
HPN,2009,27647,27642,0.6116,0.5824,0.6245,20.39,13.84,2.44,22.14,3.96,0.83,4.15,20.54,200.0,170.0,32.0,99.0
HPN,2010,30180,30438,0.6084,0.5779,0.6159,20.5,13.17,2.45,22.38,3.63,0.92,4.55,20.77,305.0,269.0,32.0,61.0
HPN,2011,30813,31566,0.5993,0.5731,0.5965,21.64,12.73,2.39,23.32,3.87,1.2,4.67,22.31,328.0,293.0,20.0,66.0
HPN,2012,31387,32243,0.6036,0.5851,0.6174,19.91,12.05,1.77,21.07,3.71,0.94,4.01,20.23,171.0,145.0,19.0,84.0
HPN,2013,30725,31431,0.5824,0.53,0.5891,21.07,13.36,3.33,24.31,3.22,0.74,4.14,21.72,263.0,195.0,24.0,88.0
HPN,2014,30230,30777,0.5837,0.5233,0.5846,21.29,13.75,3.53,24.89,3.39,0.99,4.6,22.3,474.0,386.0,23.0,112.0
IAD,2004,212945,215986,0.7261,0.6179,0.7484,15.71,18.82,7.17,21.45,5.05,1.28,3.79,15.09,2856.0,3197.0,271.0,260.0
IAD,2005,233140,236001,0.7425,0.6573,0.7632,15.07,18.64,5.8,19.41,4.38,1.75,3.57,14.15,2452.0,2604.0,182.0,140.0
IAD,2006,169691,172953,0.7311,0.6822,0.7441,16.89,17.16,4.23,19.91,4.36,1.93,3.28,15.84,2232.0,2422.0,238.0,226.0
IAD,2007,171679,173013,0.7147,0.6361,0.7193,17.92,18.06,5.34,22.55,4.73,1.83,3.67,17.52,2920.0,3116.0,180.0,168.0
IAD,2008,164378,164798,0.7155,0.6368,0.7327,18.33,17.92,4.99,22.68,4.19,1.35,3.11,17.04,2077.0,2210.0,189.0,150.0
IAD,2009,156324,155395,0.7718,0.7197,0.7876,14.57,16.72,3.78,17.53,3.8,1.49,2.74,12.74,1315.0,1317.0,181.0,122.0
IAD,2010,155124,154841,0.7742,0.7211,0.7804,14.33,16.0,3.72,17.29,3.02,1.38,2.71,13.36,2020.0,2076.0,193.0,181.0
IAD,2011,152047,151481,0.7477,0.6884,0.7527,16.59,16.04,4.04,20.01,3.03,1.59,3.34,15.34,1804.0,1842.0,186.0,177.0
IAD,2012,143837,143568,0.7412,0.6805,0.7634,16.25,15.66,3.77,19.45,2.48,1.37,2.49,14.45,1698.0,1740.0,169.0,135.0
IAD,2013,141951,141085,0.7262,0.6559,0.7421,17.29,16.28,4.42,21.13,2.44,1.49,2.76,15.92,1700.0,1770.0,159.0,122.0
IAD,2014,134578,133877,0.6957,0.6266,0.723,19.34,15.94,3.85,23.11,2.78,1.49,3.05,17.66,2032.0,2035.0,130.0,121.0
IAH,2004,247146,246368,0.8607,0.6809,0.8084,8.39,21.45,9.56,16.32,3.37,3.81,5.42,11.19,1825.0,2010.0,344.0,885.0
IAH,2005,271941,269537,0.8442,0.7184,0.8178,9.05,20.32,7.34,14.84,3.53,2.32,4.75,10.7,3426.0,3545.0,426.0,766.0
IAH,2006,291421,289276,0.7952,0.6599,0.7757,12.51,21.28,7.67,18.86,3.53,3.21,5.41,13.91,2374.0,2500.0,577.0,1539.0
IAH,2007,291242,290346,0.786,0.6935,0.7757,13.19,19.69,5.73,18.14,3.47,2.9,4.4,14.45,2033.0,2166.0,518.0,1174.0
IAH,2008,278764,278546,0.8003,0.7205,0.7854,12.2,18.07,5.0,16.37,3.54,2.42,4.23,14.04,3261.0,3366.0,508.0,769.0
IAH,2009,261290,261184,0.8416,0.7503,0.8127,9.42,17.48,5.36,13.79,2.96,2.29,4.3,11.34,1249.0,1333.0,510.0,768.0
IAH,2010,257236,256761,0.8211,0.7483,0.8066,10.37,16.05,4.26,13.73,2.66,1.99,4.48,11.27,1375.0,1484.0,486.0,544.0
IAH,2011,254998,254038,0.8034,0.7179,0.7943,11.6,16.52,4.84,15.52,2.44,2.26,3.94,12.38,2105.0,2364.0,527.0,463.0
IAH,2012,247043,246118,0.7671,0.674,0.7915,14.18,16.44,5.12,18.43,2.07,2.41,3.09,13.28,1898.0,2168.0,469.0,530.0
IAH,2013,241954,242330,0.7753,0.7058,0.7929,13.62,15.93,4.37,17.05,1.71,2.2,3.08,13.06,1894.0,2280.0,511.0,499.0
IAH,2014,245284,245369,0.754,0.6729,0.7649,14.92,16.62,4.98,18.98,2.65,2.57,3.79,15.19,3744.0,4297.0,576.0,625.0
IND,2004,86320,86866,0.7792,0.7424,0.7445,12.28,12.98,3.18,14.49,2.97,1.35,4.43,13.98,509.0,480.0,63.0,26.0
IND,2005,92901,93187,0.7605,0.7179,0.737,13.27,13.21,3.57,15.64,3.12,1.74,5.02,14.75,608.0,572.0,103.0,49.0
IND,2006,87866,87860,0.7781,0.7396,0.7379,12.62,13.39,3.18,14.74,2.95,1.64,4.71,14.4,387.0,359.0,125.0,53.0
IND,2007,85550,85626,0.7714,0.7229,0.708,13.65,14.19,3.69,16.55,3.27,2.34,5.08,16.83,991.0,945.0,131.0,54.0
IND,2008,84243,84597,0.7975,0.7502,0.7633,12.14,14.14,3.49,14.85,3.19,1.33,3.95,13.51,749.0,708.0,102.0,69.0
IND,2009,74138,74235,0.8193,0.7832,0.8183,10.92,13.12,2.67,12.95,2.92,0.46,2.99,10.27,520.0,490.0,97.0,70.0
IND,2010,71636,71856,0.7958,0.7501,0.7974,11.77,13.16,3.05,14.12,2.85,0.46,3.0,11.43,622.0,560.0,103.0,60.0
IND,2011,68885,68918,0.7856,0.7603,0.784,12.53,12.19,2.02,13.93,2.63,0.78,2.89,12.35,598.0,524.0,64.0,68.0
IND,2012,68311,68266,0.8098,0.7831,0.8027,11.2,12.05,1.86,12.52,2.16,0.81,2.46,10.92,296.0,251.0,63.0,48.0
IND,2013,67136,66993,0.7664,0.7252,0.7706,13.89,12.77,2.78,16.18,2.04,1.02,2.84,13.29,434.0,376.0,82.0,49.0
IND,2014,66542,66383,0.7231,0.6907,0.7524,15.78,12.8,2.5,17.63,2.06,1.18,3.07,14.49,786.0,680.0,66.0,68.0
ISP,2004,4045,4061,0.84,0.8156,0.7956,8.27,10.04,2.73,10.6,3.06,1.09,2.52,10.56,237.0,214.0,39.0,55.0
ISP,2005,17364,17291,0.8102,0.7899,0.792,10.45,9.84,2.58,12.45,3.17,1.02,2.31,11.34,210.0,213.0,36.0,13.0
ISP,2006,15706,15641,0.8008,0.7945,0.7896,11.63,8.59,1.33,12.39,3.62,0.59,2.11,11.93,173.0,181.0,27.0,62.0
ISP,2007,15214,15170,0.8096,0.7861,0.7713,11.49,8.91,1.8,12.99,3.72,0.67,2.14,13.55,175.0,166.0,26.0,34.0
ISP,2008,13736,12677,0.8058,0.7879,0.7726,11.95,8.6,1.55,13.02,2.28,0.76,1.98,13.43,70.0,76.0,28.0,22.0
ISP,2009,10590,10593,0.8155,0.7973,0.7861,10.74,8.4,1.36,11.66,1.75,0.81,1.9,11.73,84.0,75.0,26.0,37.0
ISP,2010,9856,9770,0.7876,0.767,0.7407,11.42,8.55,1.57,12.71,1.75,0.61,2.12,13.92,178.0,172.0,21.0,27.0
ISP,2011,9556,9546,0.8036,0.7882,0.763,12.66,8.64,1.51,13.8,1.42,0.5,1.89,15.37,147.0,138.0,16.0,29.0
ISP,2012,8716,8710,0.7868,0.7728,0.754,13.61,8.38,1.22,14.57,1.23,0.45,1.97,15.33,67.0,74.0,10.0,19.0
ISP,2013,8344,8291,0.7572,0.7285,0.7059,13.38,8.61,1.4,14.73,1.27,0.42,2.57,16.9,70.0,67.0,12.0,13.0
ISP,2014,7816,7776,0.7238,0.7033,0.6817,17.02,9.08,1.56,18.18,1.26,0.46,2.6,19.89,103.0,104.0,17.0,19.0
JAX,2004,11321,11447,0.7824,0.7584,0.7496,11.9,11.64,2.5,13.57,1.55,0.7,2.23,13.15,645.0,558.0,94.0,63.0
JAX,2005,46410,46695,0.777,0.7525,0.739,12.67,11.76,2.65,14.53,1.69,1.04,3.01,14.12,363.0,296.0,91.0,32.0
JAX,2006,45885,46065,0.7822,0.7587,0.7469,12.35,11.88,2.44,14.05,1.5,1.01,2.85,13.68,311.0,287.0,114.0,41.0
JAX,2007,48344,48598,0.7744,0.7407,0.7117,13.44,12.76,3.02,15.64,1.37,1.48,3.45,15.88,446.0,414.0,122.0,44.0
JAX,2008,43779,44043,0.7964,0.7701,0.7487,12.5,12.69,2.65,14.28,1.44,0.94,3.59,14.34,495.0,434.0,85.0,73.0
JAX,2009,38246,38209,0.8212,0.7858,0.7799,10.76,12.97,2.97,12.78,1.28,0.89,3.14,12.04,274.0,220.0,88.0,64.0
JAX,2010,37272,37361,0.8334,0.8011,0.7832,9.92,12.66,2.68,11.57,1.15,0.87,2.65,11.9,444.0,384.0,95.0,40.0
